church_rate_total,church_rate_evang,church_rate_blackprot,church_rate_mainlineprot,church_rate_catholic,church_rate_orthodox,church_rate_other,church_rate_mormon,church_rate_muslim,state_abb,population_2010,county_fips,church_rate_baptist
621.77889,381.81,70.688889,129.3,28.85,0,11.14,9.92,0,"SC",69661,45047,292.8689
557.94,365.86,102.98889,82.358889,3.98,0,2.75,0,0,"SC",21090,45049,294.0689
408.19889,229.18889,29.3,67.87,67.43,2.71,11.688889,6.7,1.1388889,"SC",269291,45051,160.5078
281.06889,156.47889,30.788889,27.73,38.578889,0,27.488889,26.48,0,"SC",24777,45053,135.1289
531.34,358.82889,34.46,91.2,27.94,0,18.898889,17.588889,0,"SC",61697,45055,284.73
517.98,347.43889,64.76,87.938889,10.178889,0,7.66,3.7788889,0,"SC",76652,45057,313.4689
609.57,443.81,80.958889,78.17,5.95,0,.68,0,0,"SC",66537,45059,427.5
335.58889,125.95889,81.53,117.64,0,0,10.46,0,0,"SC",19220,45061,84.29
483.31889,258.39889,17.94,167.34,21.87,.88,16.89,10.038889,0,"SC",262391,45063,163.1189
392.25889,128.69889,146,87.95,28.338889,0,1.27,0,0,"SC",10233,45065,135.35
548.82,246.81,161.63889,70.318889,4.54,0,65.51,10.89,0,"SC",33062,45067,264.2578
373.86,181.11,47.39,135.28,1.73,0,8.3588889,0,0,"SC",28933,45069,104.1289
632.08,197.34,121.04,294.25889,6.67,0,12.768889,11.22,0,"SC",37508,45071,157.59
574.37889,471.20889,4.82,53.798889,33.538889,0,11.008889,10.758889,0,"SC",74273,45073,374.31
593.59,289.00889,101.62,165.78889,12.16,0,25.01,5.8088889,2.16,"SC",92501,45075,234.3878
504.82889,387.86,3.98,80.858889,24.058889,0,8.08,0,5.87,"SC",119224,45077,294.34
512.84,243.78889,74.128889,124.34889,42.39,1.82,26.358889,10.63,2.2,"SC",384504,45079,168.7578
362.16,179.87,49.108889,116.28,15.088889,0,1.81,0,0,"SC",19875,45081,149.94
548.92889,389.27889,35.828889,88.818889,18.678889,.95,15.368889,9.1788889,.35,"SC",284307,45083,335.3678
559.78889,288.69889,129.4,102,18.07,0,21.62,11.198889,5.73,"SC",107456,45085,228.0989
807.87889,570.87,118.23,109.79889,1.73,0,7.25,5.9688889,0,"SC",28961,45087,573.7978
625.6,180.13889,176.25,221.71,2.47,0,45.03,0,0,"SC",34423,45089,85.83
496.76889,299.17,24.788889,92.45,62.06,.07,18.23,10.368889,2.95,"SC",226073,45091,167.7689
987.45,143.53889,0,390.76889,452.76889,0,.37,0,0,"SD",2710,46003,0
600.75889,202.94889,0,256.51889,128.46,0,12.82,12.82,0,"SD",17398,46005,28.50889
429.02889,49.548889,0,100.84889,230.84,0,47.798889,12.24,0,"SD",3431,46007,0
743.13889,145.25889,0,261.94889,335.93,0,0,0,0,"SD",7070,46009,47.1
529.91889,125.7,0,232.87889,151.53889,0,19.8,6.7588889,9.64,"SD",31965,46011,4.48
770.61,202.56889,0,322.51889,233.86,0,11.66,10.81,0,"SD",36531,46013,31.23778
837.11,111.51,0,215.97889,509.23,0,.38,0,0,"SD",5255,46015,0
588.90889,0,0,92.568889,411.61,0,84.73,75.31,0,"SD",1912,46017,0
355.18889,61.92,0,173.49,77.548889,0,42.24,42.24,0,"SD",10110,46019,23.53778
661.65889,336.29,0,195.09,130.28889,0,0,0,0,"SD",1466,46021,105.0489
674.87889,185.12,0,174.61,305.39889,0,9.75,9.42,0,"SD",9129,46023,9.858889
720.66889,74.78,0,526.96,118.93889,0,0,0,0,"SD",3691,46025,0
536.21,56.408889,0,208.24,253.53,0,18.03,16.878889,0,"SD",13864,46027,28.92889
738.63889,175.88889,0,305.83889,250.08,0,6.83,6.79,0,"SD",27227,46029,14.47
585.67889,36.788889,0,189.37889,251.36,0,108.15,92.84,0,"SD",4050,46031,13.58
338.85,89.458889,0,203.37889,44.788889,0,1.22,0,0,"SD",8216,46033,26.41
727.95,151.81889,0,256.56,310.39889,0,9.1788889,8.92,0,"SD",19504,46035,7.07
854.63889,101.23,0,436.77889,316.63889,0,0,0,0,"SD",5710,46037,17.34
739,191.11,0,483.04,64.848889,0,0,0,0,"SD",4364,46039,20.62
662.13889,92.25,0,258.43889,226.56,0,84.89,83.378889,0,"SD",5301,46041,72.99778
953.02889,477.35,0,373.07889,102.59889,0,0,0,0,"SD",3002,46043,29.98
715.29889,166.78889,0,174.4,374.11,0,0,0,0,"SD",4071,46045,17.19
451.37,141.66889,0,155.47889,114.45889,0,39.75,38.618889,0,"SD",7094,46047,19.03
724.2,83.76,0,269.87889,370.56,0,0,0,0,"SD",2364,46049,0
1058.5889,325.04,0,349.64889,383.89889,0,0,0,0,"SD",7356,46051,18.21889
708.02889,239.99,0,208.62,259.18889,0,.23,0,0,"SD",4271,46053,73.04889
838.92889,222.50889,0,271.55,344.86,0,0,0,0,"SD",1937,46055,0
377.1,42.688889,0,230.05,104.34889,0,0,0,0,"SD",5903,46057,15.25
668.89889,53.34,0,264.93889,337.22,0,13.41,13.118889,0,"SD",3431,46059,16.89889
604.62,200.53889,0,48.63,355.44889,0,0,0,0,"SD",3331,46061,109.5789
830.27889,276.49,0,153.78,400,0,0,0,0,"SD",1255,46063,0
767.07,267.00889,0,310.18889,165.78889,0,24.088889,16.628889,0,"SD",17022,46065,40.35889
874.02889,571.15889,0,131.96,170.77,0,.14,0,0,"SD",7343,46067,9.258889
1430.99,120.42,0,433.8,876.75889,0,0,0,0,"SD",1420,46069,0
578.02889,70.268889,0,126.35889,359.62,0,21.768889,0,0,"SD",3031,46071,0
685.65889,113.95,0,413.81,157.40889,0,.48,0,0,"SD",2071,46073,55.53
505.95889,224.65,0,234.59,45.728889,0,.99,0,0,"SD",1006,46075,0
921.90889,78.28,0,676.96,166.46889,0,.19,0,0,"SD",5148,46077,0
658.29889,131.43,0,332.68,182.94889,0,11.25,11.16,0,"SD",11200,46079,41.24889
429.43,203.34,0,136.24,89.348889,0,.5,0,0,"SD",24097,46081,17.89
384.92,131.63889,0,211.00889,38.06,0,4.2188889,0,0,"SD",44828,46083,29.61889
994.94,62.048889,0,252.72889,677.23,0,2.93,0,0,"SD",3755,46085,0
561.40889,143.46889,0,215.90889,201.84889,0,.18,0,0,"SD",5618,46087,32.03889
815.37,189.50889,0,483.12,142.74,0,0,0,0,"SD",2459,46089,46.77
803.25889,319.8,0,300.04,182.99,0,.43,0,0,"SD",4656,46091,0
255.05,75.688889,0,90.98,78.158889,0,10.22,9.75,0,"SD",25434,46093,13.05778
421.87889,98.628889,0,233.88889,39.06,0,50.288889,42.478889,0,"SD",2048,46095,4.388889
897.02889,145.66889,0,468.81889,282.12889,0,.42,0,0,"SD",2389,46097,0
619.83,128.83,1.47,293.62,179,1.53,15.38,8.9288889,4.2188889,"SD",169468,46099,23.49889
656.79889,52.27,0,304.18889,299.56889,0,.77,0,0,"SD",6486,46101,28.67889
412.20889,161.84889,1.84,140.62889,70.06,.59,37.25,31.78,3.0488889,"SD",100948,46103,33.59778
992.28889,164.99,0,364.86,462.11,0,.34,0,0,"SD",2982,46105,12.07
939.02889,219.84,0,169.59889,534.55889,0,15.028889,15.028889,0,"SD",2329,46107,0
611.19,117.15,0,322.79,155.18889,0,16.058889,15.47,0,"SD",10149,46109,11.73
658.16889,58.6,0,94.688889,504.87889,0,0,0,0,"SD",2355,46111,1.7
295.37889,56.09,0,84.348889,141.16889,0,13.758889,0,0,"SD",13586,46113,9.5
719.87889,63.6,0,320.81,335.45889,0,0,0,0,"SD",6415,46115,4.36
798.37889,16.858889,0,37.09,743.42889,0,1.01,0,0,"SD",2966,46117,0
563.73,126.73,0,206.12,229.41889,0,1.46,0,0,"SD",1373,46119,0
297.12889,20.288889,0,81.67,142.00889,0,53.158889,32.67,0,"SD",9612,46121,0
492.56,215.44889,0,168.66889,90.89,0,17.538889,17.01,0,"SD",5644,46123,15.24
655.45,115.96889,0,435.85,103.62889,0,0,0,0,"SD",8347,46125,79.42889
640.87889,76.048889,0,254.05,310.72,0,.07,0,0,"SD",14399,46127,24.24
819.24,349.93889,0,292.38889,174.33,0,2.5688889,0,0,"SD",5438,46129,55.16889
675.27889,115.20889,0,217.49,329.43889,0,13.15,13.008889,0,"SD",22438,46135,23.08
428.77889,28.92,0,139.24,183.86,0,76.76,68.188889,0,"SD",2801,46137,22.48889
656.87889,483.32889,10.778889,96.098889,43.858889,3.73,19.088889,14.63,0,"TN",75129,47001,387.18
446.64889,328.32889,13.47,76.548889,19.968889,0,8.32,7.88,0,"TN",45058,47003,204.7789
531.99,405.42,17.89,95.76,12.858889,0,.05888889,0,0,"TN",16489,47005,285.46
226.86,188.25889,9.24,29.198889,0,0,.16,0,0,"TN",12876,47007,52.80889
575.54889,431.81,7.24,103.54,26.178889,0,6.78,5.9288889,0,"TN",123010,47009,348.17
604.25,515.34,4.29,60.63,18.828889,0,5.15,5.11,0,"TN",98963,47011,285.29
364.81889,310.47,11.81,30.23,4.67,0,7.6388889,7.6388889,0,"TN",40716,47013,244.0378
441.56,413.37889,0,28.19,0,0,0,0,0,"TN",13801,47015,205.3489
541.34,451.79,21.07,66.018889,2.42,0,.04,0,0,"TN",28522,47017,349.4189
468.29,430.92,2.0488889,31.64,3.66,0,.01888889,0,0,"TN",57424,47019,312.7689
334.32889,267,5.3388889,49.02,12.788889,0,.18,0,0,"TN",39105,47021,182.2878
509.6,399.1,49.5,50.728889,0,0,10.268889,0,0,"TN",17131,47023,263.1489
607.33,563.19,0,26.698889,3.41,0,14.028889,14,0,"TN",32213,47025,540.8089
438.87889,412.92,0,20.858889,5.0888889,0,0,0,0,"TN",7861,47027,181.15
438.52889,368.35,10.088889,53.28,6.73,0,.08,0,0,"TN",35662,47029,267.9589
521.48,369.43889,5.61,105.85889,23.578889,0,16.988889,13.008889,0,"TN",52796,47031,232.6678
706.63889,526.39889,44.84,135.27,0,0,.14,0,0,"TN",14586,47033,407.5778
497.18889,322.19889,0,90.408889,45.148889,0,39.428889,10.538889,0,"TN",56053,47035,198.2889
582.78889,333.38889,72.51,89.158889,49.27,11.21,27.26,8.0088889,8.1088889,"TN",626681,47037,201.4156
558.55889,443.56889,21.35,86.158889,7.48,0,0,0,0,"TN",11757,47039,356.3
521.01889,402.38889,0,70.5,48.07,0,.05,0,0,"TN",18723,47041,305.4478
421.69889,338.62,8.72,41.298889,16.108889,0,16.948889,16.928889,0,"TN",49666,47043,173.3978
563.42889,439.01889,14.48,82.848889,20.87,0,6.2088889,6.2088889,0,"TN",38335,47045,287.2789
352.85,210.68,57.82,48.99,23.428889,0,11.92,9.32,0,"TN",38413,47047,171.3689
346.12,261.20889,0,61.188889,4.45,0,19.268889,19.268889,0,"TN",17959,47049,151.62
494.75889,377.62,11.688889,85.87,19.488889,0,.1,0,0,"TN",41052,47051,233.36
684.27889,548.04889,39.468889,81.658889,10.868889,0,4.23,4.1288889,0,"TN",49683,47053,416.9189
667.32,484.95889,51.078889,117.59,13.57,0,.14,0,0,"TN",29485,47055,356.5478
528.13889,495.77889,0,32.13,0,0,.22,0,0,"TN",22657,47057,481.93
486.12,326.14889,1.3788889,137.96,15.89,0,4.74,4.71,0,"TN",68831,47059,207.9689
315.99,225.93889,0,61.74,0,0,28.308889,27.218889,0,"TN",13703,47061,119.0278
665.38889,524.45,4.91,88.64,31.238889,0,16.148889,15.89,0,"TN",62544,47063,439.8989
603.22,407.75,43.17,95.048889,37.7,1.1488889,18.39,5.79,6.41,"TN",336463,47065,247.2689
849.83,828.12889,0,21.12,.59,0,0,0,0,"TN",6819,47067,821.67
576.51889,436.8,97.238889,37.828889,4.5888889,0,.07,0,0,"TN",27253,47069,432.91
572.42889,444.29,22.288889,86.378889,19.48,0,0,0,0,"TN",26026,47071,319.0689
555.02889,467.89889,9.0388889,70.98,2.74,0,4.36,4.36,0,"TN",56833,47073,435.5289
568.15889,348.75,119.5,84.26,12.348889,0,3.2988889,0,0,"TN",18787,47075,315.9078
469.37,405.6,5.33,53.118889,5.04,0,.29,0,0,"TN",27769,47077,316.11
642.15889,469.12889,34.89,81.628889,30.928889,0,25.578889,13.49,0,"TN",32330,47079,388.9589
380.27889,319.63889,12.188889,43.538889,4.86,0,.04,0,0,"TN",24690,47081,149.33
431.17,272.01889,57.92,83.43,17.8,0,0,0,0,"TN",8426,47083,105.03
596.17889,458.18889,14.618889,91,32.368889,0,0,0,0,"TN",18538,47085,183.46
297.12889,260.43889,0,36.258889,0,0,.43,0,0,"TN",11638,47087,50.52
536.6,422.18,9.82,90.938889,13.58,0,.08,0,0,"TN",51407,47089,372.97
496.76889,448.52889,0,42.148889,6.03,0,.05,0,0,"TN",18244,47091,307.7689
629.25,425.12889,15.96,118.79,50.868889,1.89,16.608889,8.91,2.14,"TN",432226,47093,308.83
502.43,414.44889,43.92,44.048889,0,0,0,0,0,"TN",7832,47095,323.42
472.66,352,41.85,77.51,1.22,0,.07,0,0,"TN",27815,47097,290.5589
616.75889,502.87889,0,71.768889,28.66,0,13.448889,13.42,0,"TN",41869,47099,311.5889
419.69889,354.81889,0,51.64,13.16,0,.08,0,0,"TN",12161,47101,156.15
686.78889,511.35,38.788889,57.82,18.608889,0,60.218889,13.188889,0,"TN",33361,47103,379.03
640.99,516.90889,2.43,73.59,34.56,0,13.508889,6.1388889,0,"TN",48556,47105,395.0678
747.53889,608.53889,18.48,92.78,18.87,0,8.88,8.8,0,"TN",52266,47107,512.0289
536.57,467.92,0,62.78,5.75,0,.12,0,0,"TN",26075,47109,346.31
259.35,222.12889,5.57,13.66,17.98,0,0,0,0,"TN",22248,47111,85.54
655.2,443.25,59.008889,104.34,35.608889,0,12.99,8.31,3.1288889,"TN",98294,47113,327.1789
357.75889,277.64889,1.06,63.85,7.08,0,8.1088889,8.0388889,0,"TN",28237,47115,170.7989
568.14889,464.50889,18.128889,65.848889,19.6,0,.07,0,0,"TN",30617,47117,308.8789
473.75,304.42,25.058889,72.43,48.17,0,23.648889,19.67,3.7988889,"TN",80956,47119,117.3867
524.12,469.32889,0,54.788889,0,0,0,0,0,"TN",11753,47121,344
637.23,566.97,2.72,56.288889,11.23,0,.01888889,0,0,"TN",44519,47123,525.1
472.31889,318.17,24.058889,63.258889,43.52,.23,23.078889,19.92,1.79,"TN",172331,47125,239.8278
346.75,227.75889,28.14,90.378889,0,0,.47,0,0,"TN",6362,47127,126.6889
424.75,389.13889,16.238889,16.78,2.5488889,0,.05,0,0,"TN",21987,47129,348.4378
729.46,579.87,42.6,89.45,17.538889,0,0,0,0,"TN",31807,47131,425.9689
365.35,266.22,0,99.128889,0,0,0,0,0,"TN",22083,47133,151.56
422.87,327.73,15.288889,42.2,0,0,37.648889,37.52,0,"TN",7915,47135,133.9189
412.64889,333.86,34.858889,43.92,0,0,0,0,0,"TN",5077,47137,245.2189
683.02889,633.46,0,38.28,11.288889,0,0,0,0,"TN",16825,47139,562.73
547.15889,417.88889,2.49,61.608889,48.398889,0,16.768889,16.148889,0,"TN",72321,47141,231.6767
493.29,386.89889,11.57,76.738889,12.58,0,5.5,5.44,0,"TN",31809,47143,249.21
634.62889,544.50889,12.05,62.478889,9.23,0,6.37,6.2588889,0,"TN",54181,47145,385.6489
530.17889,432.83889,12.098889,71.65,13.58,0,.01888889,0,0,"TN",66283,47147,271.35
384.02889,272.31,6.5188889,56.368889,32.75,.34,15.75,9.63,1.9,"TN",262604,47149,153.5567
288.77889,261.25,9.7588889,16.328889,1.44,0,0,0,0,"TN",22228,47151,207.7489
427.64889,354.8,0,58.53,14.168889,0,.14,0,0,"TN",14112,47153,187.5
518.28889,420.39889,0,54.928889,31.66,0,11.3,7.69,3.43,"TN",89889,47155,318.2689
634.00889,280.70889,162.65889,94.848889,65.98,1.2088889,28.588889,6.23,4.82,"TN",927644,47157,253.4078
334.81,253.21,16.018889,65.53,0,0,.05,0,0,"TN",19166,47159,159.09
536.1,420.43889,0,99.14,16.51,0,0,0,0,"TN",13324,47161,281.98
559.5,392.81,5.11,137.65,14.32,.89,8.72,7.0588889,0,"TN",156823,47163,251.3056
456.81,337.01889,12.21,63.53,34.24,0,9.83,7.61,1.92,"TN",160645,47165,238.1878
419.33889,291.29,52.32,68.298889,7.37,0,.07,0,0,"TN",61081,47167,229.2089
338.12,208.63889,62.258889,67.218889,0,0,0,0,0,"TN",7870,47169,143.0689
461.19889,395.29,0,65.798889,0,0,.10888889,0,0,"TN",18313,47171,286.4678
355.85,346.22,0,9.47,0,0,.16,0,0,"TN",19109,47173,327.6489
311.63889,300.47,0,11.178889,0,0,0,0,0,"TN",5548,47175,101.6589
546.29889,468.31,4.6388889,41.118889,12.55,0,19.678889,17.018889,0,"TN",39839,47177,228.6689
568.46,417.36,5.98,104.70889,24.39,.37,15.64,11.358889,2.5,"TN",122979,47179,234.1689
391.87,308.56,0,78.67,4.41,0,.24,0,0,"TN",17021,47181,221.49
667.50889,578.82,8.42,64.48,7,0,8.7888889,0,8.7888889,"TN",35021,47183,481.4478
466.47,390.18889,0,65.01,11.22,0,.04,0,0,"TN",25841,47185,185.64
620.33,364.61,1.76,144.87889,91.908889,2.5888889,14.58,6.7188889,.55,"TN",183182,47187,165.78
468.67,365.42,14.688889,68.798889,7.9,0,11.868889,11.63,0,"TN",113993,47189,252.1889
497.20889,351.86,20.17,42.368889,76.568889,0,6.24,6.2088889,0,"TX",58458,48001,202.2767
594.67889,379.06889,0,65.4,142.03,0,8.1788889,8.1788889,0,"TX",14786,48003,286.4189
660.24,411.26889,20.05,68.988889,122.48,.38,37.07,7.16,29.28,"TX",86771,48005,302.9067
449.08889,189.90889,0,70.34,176.83,0,12,12,0,"TX",23158,48007,148.93
648.11,481.56,0,54.008889,112.43889,0,.10888889,0,0,"TX",9054,48009,448.6389
775.37889,578.12,0,197.25889,0,0,0,0,0,"TX",1901,48011,445.0289
535.78889,174.65889,0,42.038889,303.63889,0,15.448889,15.358889,0,"TX",44911,48013,125.43
656.33,174.71889,35.82,135.06,293.24,0,17.488889,17.35,0,"TX",28417,48015,91.80889
724.90889,442.99,0,81.65,199.86,0,.42,0,0,"TX",7165,48017,279.97
447.55,213.56889,0,80.06,129.9,0,24.018889,0,0,"TX",20485,48019,105.25
391.81,179.59,17.76,63.92,118.59,0,11.96,10.758889,0,"TX",74171,48021,116.3989
887.54889,651.1,0,118.09,101.98889,0,16.37,16.37,0,"TX",3726,48023,547.24
721.7,149.05,9.4488889,45.158889,505.87889,0,12.15,12.118889,0,"TX",31861,48025,115.0689
472.89889,273.07889,17.338889,54.35,81.76,0,46.368889,16.268889,16.39,"TX",310235,48027,171.47
564.35,168.25889,5.23,45.99,308.38889,.59,35.898889,14.278889,11.928889,"TX",1714773,48029,72.60778
417.36,233.11,0,100.5,83.068889,0,.67,0,0,"TX",10497,48031,122.1289
700.47,700.47,0,0,0,0,0,0,0,"TX",641,48033,700.47
547.83,351.68889,0,140.94889,55.178889,0,0,0,0,"TX",18212,48035,297.17
612.38889,441.74,40.78,75.4,38.89,0,15.58,12.528889,0,"TX",92565,48037,349.0189
569.86,314.64889,4.6388889,57.008889,162.41889,0,31.14,12.038889,16.23,"TX",313166,48039,183.49
411.57889,197.43889,8.5888889,63.788889,112.51889,.47,28.76,13.278889,13.038889,"TX",194851,48041,125.4078
463.93,193.34889,0,34.008889,205.81,1.62,29.14,22.75,0,"TX",9232,48043,150.24
946.85,682.35,0,168.59889,94.688889,0,1.22,0,0,"TX",1637,48045,555.2789
824.02889,94.01,0,25.198889,704.83,0,0,0,0,"TX",7223,48047,35.85889
792.80889,619.50889,.97,94.708889,65.608889,0,12.018889,11.97,0,"TX",38106,48049,487.4289
470.58889,224.75889,10.65,106.81889,124.75,0,3.6088889,2.27,0,"TX",17187,48051,188.28
495.12889,269.95889,4.2588889,94.01,109.64,0,17.26,17.17,0,"TX",42750,48053,159.93
428.1,182.55,16.788889,73.208889,154.84,0,.71,0,0,"TX",38066,48055,146.67
557.77889,293.11,0,75.39,149.24,0,40.038889,14.168889,0,"TX",21381,48057,241.0989
604.39889,519.49,0,73.828889,11.08,0,0,0,0,"TX",13544,48059,384.4489
497.27889,117.53,0,17.87,339.43889,0,22.44,15.098889,6.2588889,"TX",406220,48061,40.07889
697.36,423.83889,91.93,66.848889,114.59,0,.16,0,0,"TX",12401,48063,350.46
776.61,532.02889,0,142.66889,101.59,0,.32,0,0,"TX",6182,48065,483.18
764.25,587.14889,68.078889,69.43,26.588889,0,13,12.698889,0,"TX",30464,48067,526.6578
667.2,323.12,0,56.07,288.01889,0,0,0,0,"TX",8062,48069,248.5689
299.25889,125.51,0,61.798889,111.85889,0,.08888889,0,0,"TX",35096,48071,75.34
579.86,331.94889,18.128889,53.928889,175.37889,.35,.12,0,0,"TX",50845,48073,245.9089
417.98,256.92,25.558889,105.51889,29.828889,0,.14,0,0,"TX",7041,48075,161.1989
586.59,502.32889,0,67.34,16.738889,0,.19,0,0,"TX",10752,48077,380.8578
737.76889,489.61,0,49.57,198.59,0,0,0,0,"TX",3127,48079,354.0089
701.2,507.52889,0,103.01,90.358889,0,.3,0,0,"TX",3320,48081,430.72
651.83,459.69889,0,113.43,78.7,0,0,0,0,"TX",8895,48083,315.35
524.34,235.61,1.3,75.438889,142.11,.24,69.628889,17.21,29.39,"TX",782341,48085,102.1078
1043.5089,838.73,0,155.71,49.07,0,0,0,0,"TX",3057,48087,605.5
594.09,137.11,20.218889,123.31,313.36,0,.1,0,0,"TX",20874,48089,95.23889
497.52889,217.00889,1.69,88.298889,164.36,1.84,24.328889,18.55,0,"TX",108472,48091,89.48
634.67889,507.07889,0,86.37,36.35,0,4.87,4.79,0,"TX",13974,48093,428.87
243.93889,127.48,0,18.35,97.87,0,.24,0,0,"TX",4087,48095,81.23
612.00889,307,8.07,56.008889,226.72889,0,14.21,13.71,0,"TX",38437,48097,199.26
431.82889,307.81889,3.86,49.728889,49.538889,0,20.878889,20.69,0,"TX",75388,48099,188.8278
988.7,750.83,0,117.60889,120.26889,0,0,0,0,"TX",1505,48101,676.4089
538.74,324.33889,0,42.968889,171.43,0,0,0,0,"TX",4375,48103,271.31
662.00889,228.56,0,70.45,363,0,0,0,0,"TX",3719,48105,164.56
847,463.11,0,82.188889,301.37,0,.33,0,0,"TX",6059,48107,382.0789
611.75889,183.9,0,24.6,396.16,0,7.0888889,0,0,"TX",2398,48109,89.65889
692.37889,443.37889,0,110.84889,113.37889,0,24.768889,24.468889,0,"TX",6703,48111,156.05
614.47,260.06,29.488889,70.188889,188.75,3.72,62.258889,9.2688889,35.578889,"TX",2368139,48113,129.5744
708.66889,492.16,2.67,63.908889,149.5,0,.43,0,0,"TX",13833,48115,399.6989
839.40889,321.02889,0,71.188889,430,0,17.19,16.62,0,"TX",19372,48117,179.2289
641.94,552.09,0,80.48,8.7888889,0,.57,0,0,"TX",5231,48119,428.6
401.89889,253.46,2.04,50.32,67.328889,.18,28.57,14.71,11.81,"TX",662614,48121,171.5189
513.46,151.56,0,96.53,252.71889,0,12.64,12.438889,0,"TX",20097,48123,125.6889
683.30889,505.73,0,65.468889,112.10889,0,0,0,0,"TX",2444,48125,361.29
1059.22,106.43889,0,20.808889,910.36,0,21.608889,21.608889,0,"TX",9996,48127,84.82889
635.02889,489.52889,0,121.01889,24.48,0,0,0,0,"TX",3677,48129,377.75
707.94,121.2,0,9.5888889,577.14889,0,0,0,0,"TX",11782,48131,116.53
822.1,729.97,0,54.398889,25.558889,0,12.16,11.948889,0,"TX",18583,48133,551.74
525.85,315.48,5.69,33.788889,157.50889,.18,13.198889,11.15,0,"TX",137130,48135,191.0378
763.74,365.62889,0,131.87,266.23,0,0,0,0,"TX",2002,48137,178.3189
519.65889,316.68889,13.47,61.5,116.18,0,11.82,7.67,0,"TX",149610,48139,183.4089
577.25,108.73,2.1288889,12.67,432.08889,.81,20.828889,15.67,.87,"TX",800647,48141,33.76
562.71,434.93889,3.1888889,81.39,29.03,0,14.15,13.938889,0,"TX",37890,48143,359.25
472.41,237.93889,30.23,82.108889,121.95889,0,.17,0,0,"TX",17866,48145,197.7489
621.66889,499.66,19.55,64.54,27.8,0,10.108889,10.05,0,"TX",33915,48147,420.8189
765.89889,197.03889,13.15,163.06889,389.13889,0,3.5,0,0,"TX",24554,48149,111.2189
919.22,679.91889,0,126.06889,112.98,0,.25,0,0,"TX",3974,48151,596.8789
780.01889,387.68,29.94,180.88889,181.50889,0,0,0,0,"TX",6446,48153,280.48
1041.92,877.25,0,140.71889,23.948889,0,0,0,0,"TX",1336,48155,516.47
403.86,130.84,3.5888889,70.76,138.53889,1.48,58.658889,9.46,30.398889,"TX",585375,48157,75.23778
413.11,242.15,41.96,71.29,57.608889,0,.08888889,0,0,"TX",10605,48159,196.1289
453.47,295.81889,43.048889,81.15,33.408889,0,.05,0,0,"TX",19816,48161,258.43
587.85,85.318889,0,46.578889,455.93889,0,0,0,0,"TX",17217,48163,62.84
624.44,462,0,31.67,123.81889,0,6.96,6.9,0,"TX",17526,48165,386.3989
541.37,212.03,18.44,63.07,198.78,1.92,47.13,16.17,26.178889,"TX",291309,48167,116.3667
432.43889,284.31889,0,84.968889,63.148889,0,0,0,0,"TX",6461,48169,199.81
598.77889,158.18889,0,169.50889,259.61,1.01,10.47,10.39,0,"TX",24837,48171,79.15889
520.38889,82.378889,0,30.178889,407.82889,0,0,0,0,"TX",1226,48173,47.31
619.41889,181.96889,0,122.04889,314.98,0,.42,0,0,"TX",7210,48175,123.5789
570.1,248.19889,19.288889,117.98889,158.72889,0,25.898889,25.75,0,"TX",19807,48177,206.2889
900.15889,672.69,24.76,79.298889,104.64,0,18.768889,18.37,0,"TX",22535,48179,493.7689
592.61,415.88889,19.69,75,49.24,.99,31.8,9.71,21.018889,"TX",120877,48181,303.64
817.21,528.42889,45.008889,103.34889,125.45,0,14.97,13.32,0,"TX",121730,48183,349.9478
488.94889,173.72889,0,36.27,267.74,0,11.198889,5.79,0,"TX",26604,48185,131.38
339.79,162.8,1.44,54.34,114.75,0,6.45,6.15,0,"TX",131533,48187,110.0989
923.54889,599.62,0,58.5,250.71,0,14.72,14.168889,0,"TX",36273,48189,414.4389
653.14889,486.43,0,124.65889,41.75,0,.3,0,0,"TX",3353,48191,323.29
588.12,472.23,0,93.578889,22.308889,0,0,0,0,"TX",8517,48193,272.6289
839.65889,387.13889,0,238.72889,213.78889,0,0,0,0,"TX",5613,48195,308.5689
935.73,708.13889,0,205.12,21.738889,0,.72,0,0,"TX",4139,48197,618.75
546.94,402.54,11.198889,58.77,58.828889,0,15.588889,15.538889,0,"TX",54635,48199,329.91
583.95,263.24,16.038889,68.14,181.28,3.1488889,52.1,10.868889,28.628889,"TX",4092459,48201,152.4278
591.98,429.19889,47.49,53.438889,55.478889,0,6.37,4.92,0,"TX",65631,48203,386.1689
299.24,257.18,0,42.07,0,0,0,0,0,"TX",6062,48205,208.68
1026.6089,834.21,0,94.42,97.81,0,.17,0,0,"TX",5899,48207,708.9289
488.02889,149.09889,1.97,62.438889,234.24,.48,39.798889,14.358889,16.178889,"TX",157107,48209,81.02778
783.82,537.16889,0,162.33,84.318889,0,0,0,0,"TX",3807,48211,310.74
509.98,332.89889,10.8,50.118889,109,0,7.1688889,7.12,0,"TX",78532,48213,251.3989
487.18889,97.23,0,18.578889,347.29,.21,23.89,13.028889,9.84,"TX",774769,48215,40.97778
536.37889,404.74,28.128889,67.34,26.078889,0,10.088889,9.3488889,0,"TX",35089,48217,306.9589
760.5,539.17889,8.2788889,43.78,169.25889,0,0,0,0,"TX",22935,48219,424.5378
568.7,355.94889,0,129.93,67.408889,0,15.42,15.198889,0,"TX",51182,48221,230.24
633.49,424.95889,28.328889,61.09,109.78,0,9.33,9.07,0,"TX",35161,48223,325.8189
